City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
luderitz,0,NA,1569209664,62,-26.65,15.16,286.15,1.5
kyshtovka,65,RU,1569209664,74,56.56,76.62,280.5,7.73
barentsburg,,,,,,,,
princeton,90,US,1569209664,94,38.36,-87.57,300.15,9.8
santa rosa,0,AR,1569209665,51,-36.62,-64.29,286.5,7.94
shelburne,1,CA,1569209406,53,44.08,-80.2,299.15,5.1
hobart,75,AU,1569209665,54,-42.88,147.33,286.48,4.6
narsaq,3,GL,1569209604,80,60.91,-46.05,277.15,1.5
bethel,40,US,1569209665,50,60.79,-161.76,284.15,1.91
bilma,0,NE,1569209665,14,18.69,12.92,303.6,3.3
helong,0,CN,1569209665,43,25.94,116.13,298.8,3.23
belgaum,40,IN,1569209666,83,15.87,74.5,296.15,2.1
biak,7,ID,1569209666,49,-0.91,122.88,299.1,1.86
mys shmidta,,,,,,,,
panaba,0,MX,1569209666,88,21.28,-88.27,300,3.38
saint-philippe,90,CA,1569209666,64,45.36,-73.48,299.26,5.1
svetlogorsk,90,RU,1569209666,100,53.14,59.15,277.15,9
iqaluit,75,CA,1569209667,80,63.75,-68.52,275.15,2.6
busselton,74,AU,1569209667,34,-33.64,115.35,294.82,5.96
meyungs,,,,,,,,
belushya guba,,,,,,,,
phitsanulok,0,TH,1569209477,66,16.82,100.26,303.15,2.1
lavrentiya,100,RU,1569209667,92,65.58,-170.99,272.9,2.79
ponta do sol,93,BR,1569209667,86,-20.63,-46,292.9,3.75
gizo,0,IL,1569209667,78,31.8,34.94,295.37,1
ust-ishim,79,RU,1569209668,85,57.69,71.17,277.2,6.42
margate,75,AU,1569209668,54,-43.03,147.26,286.48,4.6
nantucket,90,US,1569209668,93,41.28,-70.1,293.15,4.6
cherskiy,92,RU,1569209668,66,68.75,161.3,274.2,2.27
baglung,99,NP,1569209668,82,28.27,83.59,286.9,1.28
roma,0,IT,1569209668,88,41.89,12.48,292.59,2.6
samarai,100,PG,1569209669,78,-10.62,150.67,297.4,3.98
mrirt,,,,,,,,
georgetown,20,GY,1569209669,94,6.8,-58.16,297.15,2.1
mahebourg,75,MU,1569209669,88,-20.41,57.7,295.93,8.7
sao filipe,100,CV,1569209669,80,14.9,-24.5,299.8,9.24
ulladulla,59,AU,1569209669,33,-35.36,150.48,290.15,10.3
batsfjord,40,NO,1569209669,76,70.63,29.72,275.15,7.2
khorixas,30,NA,1569209670,44,-20.37,14.96,289.3,2.11
ekibastuz,1,KZ,1569209670,58,51.72,75.32,283.9,8.63
paramirim,42,BR,1569209670,64,-13.44,-42.24,291.6,4.26
gazanjyk,0,TM,1569209670,36,39.24,55.52,290.3,5.84
churachandpur,75,IN,1569209670,94,24.33,93.67,298.15,1
khorinsk,63,RU,1569209671,41,52.16,109.78,288.3,1.08
victoria,75,BN,1569209544,59,5.28,115.24,305.15,2.6
thompson,20,CA,1569209671,76,55.74,-97.86,285.15,1.5
saint-francois,0,FR,1569209671,100,46.42,3.91,285.15,1.5
kitimat,75,CA,1569209671,71,54.02,-128.69,284.15,4.1
ribeira grande,79,PT,1569209618,89,38.52,-28.7,295.8,7.26
blairmore,40,CA,1569209671,66,49.61,-114.44,288.15,4.1
saint-denis,90,FR,1569209622,82,48.94,2.36,288.15,3.6
nhulunbuy,75,AU,1569209672,65,-12.18,136.78,301.15,7.2
tamiahua,0,MX,1569209672,76,21.28,-97.45,301.4,2.93
norman wells,75,CA,1569209672,70,65.28,-126.83,281.15,2.1
shimoda,75,JP,1569209672,83,34.7,138.93,302.59,10.8
chernyshevskiy,0,RU,1569209672,68,63.01,112.47,276.2,4.19
bengkulu,,,,,,,,
dunedin,64,NZ,1569209509,69,-45.87,170.5,287.59,4.02
misratah,0,LY,1569209673,69,32.38,15.09,297.3,5.98
samarkand,45,UZ,1569209673,63,39.65,66.98,289.15,7.2
lata,0,IN,1569209673,73,30.78,78.62,279.7,2.37
nikolskoye,40,RU,1569209627,93,59.7,30.79,275.37,3
touros,75,BR,1569209673,88,-5.2,-35.46,296.15,1.5
rabak,0,SD,1569209673,73,13.18,32.74,299.4,4.08
nouakchott,0,MR,1569209674,78,18.08,-15.98,301.15,1.88
kuryk,0,KZ,1569209674,77,43.18,51.68,288.3,3.63
takhtamygda,0,RU,1569209674,53,54.1,123.57,282.4,4.39
jumla,3,NP,1569209674,74,29.28,82.18,287.6,1.12
mkushi,0,ZM,1569209674,40,-13.61,29.4,288.4,1.44
marathon,100,CA,1569209674,92,48.72,-86.38,286,1.53
kaitangata,26,NZ,1569209615,45,-46.28,169.85,286.8,4.63
vila franca do campo,75,PT,1569209675,100,37.72,-25.43,295.15,7.7
kruisfontein,66,ZA,1569209675,88,-34,24.73,283.4,4.71
haines junction,39,CA,1569209675,76,60.75,-137.51,275.7,2.18
wajima,75,JP,1569209675,61,37.4,136.9,301.15,14.9
rocha,0,UY,1569209675,75,-34.48,-54.34,277.4,1.93
morondava,0,MG,1569209675,60,-20.3,44.28,297.5,3.71
coihaique,100,CL,1569209676,99,-45.58,-72.07,275,1.98
ust-maya,97,RU,1569209676,78,60.42,134.54,279.2,3.2
chuy,0,UY,1569209676,64,-33.69,-53.46,281.9,2.08
bereda,0,ES,1569209676,82,43.27,-7.54,290.37,2.6
te anau,25,NZ,1569209676,70,-45.41,167.72,281.1,5.4
sorland,0,NO,1569209676,66,67.67,12.69,273.15,0.5
takoradi,51,GH,1569209677,98,4.89,-1.75,295.4,1.4
lago da pedra,,,,,,,,
mar del plata,24,AR,1569209677,56,-46.43,-67.52,281.3,7.63
pevek,100,RU,1569209677,87,69.7,170.27,275.4,7.19
opuwo,0,NA,1569209677,69,-18.06,13.84,287.1,0.27
xiashi,0,CN,1569209677,51,22.12,106.89,298.7,3.41
chicama,75,PE,1569209677,87,-7.84,-79.15,289.15,4.1
maymyo,75,MM,1569209678,74,22.03,96.47,301.15,1.5
muisne,100,EC,1569209678,87,0.61,-80.02,296.8,5.3
tokonou,32,GN,1569209678,97,9.65,-9.78,293.6,0.83
fonte boa,24,BR,1569209678,84,-2.51,-66.09,298.6,1.95
hasaki,75,JP,1569209678,62,35.73,140.83,305.37,9.8
east london,0,ZA,1569209678,66,-33.02,27.91,284.15,7.2
arraial do cabo,100,BR,1569209679,84,-22.97,-42.02,292.5,6.89
ajdabiya,0,LY,1569209679,75,30.75,20.22,294.2,4.89
changde,0,CN,1569209679,41,29.04,111.68,299.3,1.82
singaraja,24,ID,1569209679,70,-8.11,115.08,299.8,2.52
labutta,,,,,,,,
asyut,0,EG,1569209679,68,27.18,31.19,294.15,4.1
kimbe,98,PG,1569209679,83,-5.56,150.15,300.3,0.63
khatanga,100,RU,1569209640,78,71.98,102.47,275.8,5.97
nkowakowa,0,ZA,1569209680,42,-23.89,30.29,286.15,3.1
tamandare,99,BR,1569209680,75,-8.28,-70.75,297.7,0.52
pitsunda,0,GE,1569209680,71,43.16,40.34,283.15,5
upernavik,100,GL,1569209680,77,72.79,-56.15,276.3,2.76
ocos,90,GT,1569209680,100,14.51,-92.19,297.15,1.5
azimur,,,,,,,,
tuatapere,0,NZ,1569209681,60,-46.13,167.69,286.48,4.92
saskylakh,98,RU,1569209681,92,71.97,114.09,275.4,4.94
anapskaya,0,RU,1569209681,77,44.9,37.38,289.15,6
faanui,0,PF,1569209681,80,-16.48,-151.75,299.9,7.9
ostrovnoy,100,RU,1569209681,84,68.05,39.51,276.6,9.01
lac du bonnet,100,CA,1569209681,89,50.25,-96.06,284.26,1.64
vagur,16,FO,1569209682,93,61.47,-6.81,284.3,8.38
kodiak,1,US,1569209609,87,39.95,-94.76,290.37,1.66
guerrero negro,1,MX,1569209635,81,27.97,-114.04,294.7,5.95
marystown,33,CA,1569209682,92,47.17,-55.16,285.1,7.27
pisco,75,PE,1569209682,82,-13.71,-76.2,290.15,6.2
lamar,1,US,1569209682,62,38.09,-102.62,287.15,3.6
finschhafen,100,PG,1569209682,98,-6.6,147.85,293,2.09
port alfred,8,ZA,1569209683,86,-33.59,26.89,285.37,1.34
korla,,,,,,,,
nizhneyansk,,,,,,,,
kudahuvadhoo,100,MV,1569209683,82,2.67,72.89,299.5,6.42
broken hill,0,AU,1569209683,27,-31.97,141.45,290.15,5.7
lorengau,44,PG,1569209683,65,-2.02,147.27,302.8,1
palasbari,75,IN,1569209683,94,26.14,91.55,301.15,0.94
oranjemund,0,ZA,1569209683,79,-28.55,16.43,286.7,12.09
samusu,,,,,,,,
svetlyy,,,,,,,,
vangaindrano,72,MG,1569209684,92,-23.35,47.6,290,1.42
nyurba,0,RU,1569209684,60,63.29,118.35,278.2,4.31
san carlos de bariloche,0,AR,1569209684,64,-41.13,-71.31,275.15,2.6
saint stephen,1,US,1569209684,100,45.7,-94.27,287.15,1.5
qaanaaq,78,GL,1569209684,67,77.48,-69.36,267.7,2.28
negombo,40,LK,1569209685,79,7.21,79.83,302.15,1
balykshi,,,,,,,,
coquimbo,75,CL,1569209685,87,-29.95,-71.34,286.48,4.12
meulaboh,1,ID,1569209536,77,4.14,96.13,300.4,2.79
tasiilaq,100,GL,1569209685,75,65.61,-37.64,281.15,8.2
rosarito,40,CO,1569209685,100,4.91,-75.23,297.15,2.1
namibe,31,AO,1569209685,84,-15.19,12.15,292.2,2.35
cabo san lucas,90,MX,1569209588,94,22.89,-109.91,300.37,2.1
umm lajj,0,SA,1569209686,80,25.02,37.27,302,7.14
abidjan,75,CI,1569209686,94,5.32,-4.02,297.15,1
lebu,75,ET,1569209658,82,8.96,38.73,287.15,1
taunggyi,34,MM,1569209506,60,20.78,97.03,298.3,1.28
kempele,0,FI,1569209686,74,64.91,25.51,276.15,4.1
eenhana,0,NA,1569209686,25,-17.48,16.34,291.3,3.89
thunder bay,90,CA,1569209659,93,48.41,-89.26,288.15,2.1
necochea,0,AR,1569209686,80,-38.55,-58.74,283.15,4.63
hovd,0,NO,1569209687,81,63.83,10.7,283.71,5.1
torbay,20,CA,1569209687,81,47.66,-52.73,285.37,13.4
douentza,4,ML,1569209687,46,15.01,-2.95,302.7,3.1
sentyabrskiy,,,,,,,,
kamenskoye,,,,,,,,
akyab,,,,,,,,
sitka,0,US,1569209687,63,37.17,-99.65,290.37,3.58
tigil,54,RU,1569209688,64,57.8,158.67,284.2,5.73
vardo,1,US,1569209688,83,39.62,-77.74,298.15,2.08
saint-pierre,0,FR,1569209688,100,48.95,4.24,287.15,4.6
ilulissat,100,GL,1569209688,80,69.22,-51.1,274.15,2.1
baltay,100,RU,1569209688,87,52.47,46.63,275.6,11.24
palmer,75,AU,1569209636,50,-34.85,139.16,289.26,4.1
phan thiet,100,VN,1569209688,74,10.93,108.1,301.2,2.13
namatanai,100,PG,1569209689,77,-3.66,152.44,300.3,3.56
piacabucu,30,BR,1569209689,90,-10.41,-36.43,296.8,3.4
richards bay,100,ZA,1569209689,80,-28.77,32.06,291.6,12.78
itarema,7,BR,1569209689,84,-2.92,-39.92,296.9,4.14
kirkwall,0,GB,1569209689,100,58.98,-2.96,286.15,5.7
hjelset,67,NO,1569209689,100,62.78,7.5,284.15,2.6
gobabis,0,NA,1569209690,26,-22.45,18.97,281.15,0.5
mount gambier,40,AU,1569209690,62,-37.83,140.78,286.15,7.2
jardim,0,BR,1569209690,49,-21.48,-56.15,294.8,2.51
celestun,0,MX,1569209670,80,20.87,-90.4,301.7,6.5
zhigansk,90,RU,1569209690,65,66.77,123.37,278.6,5.89
ashtian,0,IR,1569209690,37,34.52,50,287.2,1.37
hamilton,90,CA,1569209453,53,43.26,-79.87,299.26,7.2
barranca,99,PE,1569209691,93,-10.75,-77.76,289.4,6.74
ust-kamchatsk,,,,,,,,
cockburn town,100,TC,1569209691,71,21.46,-71.14,302.1,0.92
rungata,,,,,,,,
rio grande city,1,US,1569209691,70,26.38,-98.82,302.59,4.1
san felipe,0,CL,1569209691,97,-32.75,-70.73,285.93,0.96
tessalit,0,ML,1569209691,12,20.2,1.01,302.9,4.52
kropotkin,0,RU,1569209692,73,45.43,40.58,285.93,6.35
viligili,,,,,,,,
sur,54,OM,1569209692,40,22.57,59.53,304,2.36
rampura,89,IN,1569209692,92,24.47,75.44,297.1,3.21
ust-koksa,90,RU,1569209692,39,50.27,85.62,287.5,5.21
labuhan,83,ID,1569209692,34,-2.54,115.51,308.8,1.16
mackay,90,CA,1569209693,87,53.65,-115.58,286.15,7.7
grand gaube,75,MU,1569209693,88,-20.01,57.66,295.93,8.7
olafsvik,,,,,,,,
esperance,40,AU,1569209693,59,-33.86,121.89,289.15,3.6
babynino,90,RU,1569209693,97,54.39,35.75,276.15,6
rio verde de mato grosso,20,BR,1569209693,50,-18.92,-54.84,301.5,5.77
flinders,10,AU,1569209693,33,-34.58,150.85,294.82,10.3
bayan,100,CN,1569209694,58,36.1,102.26,284,1.04
saint george,0,GR,1569209663,87,39.45,22.34,287.15,0.15
fairlie,40,US,1569209694,69,33.31,-95.96,302.04,3.6
bastrop,40,US,1569209694,73,32.78,-91.91,301.15,2.15
lagoa,0,PT,1569209694,72,37.14,-8.45,289.26,1
mount isa,93,AU,1569209695,15,-20.73,139.49,299.15,6.7
bathsheba,40,BB,1569209569,83,13.22,-59.52,301.15,8.2
launceston,75,AU,1569209601,58,-41.43,147.14,287.04,3.1
pedraza,100,CO,1569209695,90,10.19,-74.92,296.6,1.34
castro,5,CL,1569209624,100,-42.48,-73.76,275.15,1.5
springfield,1,US,1569209695,88,37.22,-93.29,296.48,3.6
petropavlovsk-kamchatskiy,0,RU,1569209695,44,53.05,158.65,289.15,3
gurupa,,,,,,,,
nome,1,US,1569209696,83,30.04,-94.42,300.93,2.6
sesheke,0,NA,1569209696,28,-17.47,24.29,286.15,1.56
nanortalik,0,GL,1569209696,87,60.14,-45.24,276.9,1.8
safonovo,39,RU,1569209696,97,55.11,33.24,273.3,3.59
samarinda,78,ID,1569209696,60,-0.5,117.14,304.3,1.47
ndele,,,,,,,,
saleaula,,,,,,,,
micheweni,0,TZ,1569209662,80,-4.97,39.83,298.6,6.1
dzaoudzi,0,YT,1569209697,94,-12.79,45.27,296.15,2.1
asau,,,,,,,,
carnarvon,0,ZA,1569209697,69,-30.97,22.13,275.6,9.44
port elizabeth,1,US,1569209672,73,39.31,-74.98,297.15,2.1
fukue,20,JP,1569209697,70,35.03,136.69,308.15,6.7
nishihara,40,JP,1569209697,66,35.74,139.53,304.26,8.7
san andres,14,PH,1569209697,59,13.32,122.68,304.8,0.63
vysokogornyy,0,RU,1569209698,47,50.1,139.13,289.4,2.32
mahdasht,0,IR,1569209698,87,35.73,50.81,294.15,4.1
chagda,,,,,,,,
sale,29,AU,1569209698,49,-38.11,147.06,289.82,7.68
ngukurr,,,,,,,,
berlevag,75,NO,1569209698,80,70.86,29.09,277.15,9.8
sucua,16,EC,1569209698,95,-2.46,-78.17,279.8,1.93
bokoro,,,,,,,,
bilibino,97,RU,1569209699,70,68.06,166.44,269.7,1.3
lagos,20,NG,1569209543,88,6.46,3.39,298.15,1
pokosnoye,13,RU,1569209699,59,55.53,101.05,287.9,4.82
calgary,40,CA,1569209593,41,51.05,-114.06,289.15,2.1
leningradskiy,100,RU,1569209699,97,69.38,178.42,274.2,5.27
porkhov,0,RU,1569209699,92,57.77,29.55,272.15,1
karaton,20,ID,1569209699,52,-6.34,106.1,305.15,5.7
kasongo-lunda,34,CD,1569209700,90,-6.48,16.82,292.7,0.68
goderich,100,CA,1569209674,91,43.74,-81.71,297.59,9.62
port macquarie,40,AU,1569209700,42,-31.43,152.91,296.48,6.7
marawi,33,PH,1569209700,77,8,124.29,302.59,3.13
vila velha,20,BR,1569209700,69,-3.71,-38.6,299.15,7.2
verkhoyansk,76,RU,1569209700,58,67.55,133.39,277.4,0.4
tarudant,,,,,,,,
dovolnoye,100,RU,1569209701,81,54.5,79.67,283.9,8.56
dolbeau,,,,,,,,
chumikan,100,RU,1569209701,84,54.72,135.31,280.3,4.47
jieshi,69,CN,1569209701,50,22.82,115.83,302.59,1.34
poya,41,NC,1569209701,75,-21.35,165.16,294.5,9.17
san quintin,23,PH,1569209701,66,17.54,120.52,302.6,1.6
visnes,5,NO,1569209702,67,59.36,5.22,289.15,4.1
panguna,58,PG,1569209702,68,-6.32,155.48,301.6,2.35
kenora,75,CA,1569209702,76,49.76,-94.48,288.15,2.1
bela vista,5,BR,1569209702,33,-22.11,-56.53,295.4,3.22
arinos,80,BR,1569209702,33,-15.92,-46.11,299.4,5.1
clyde river,90,CA,1569209703,92,70.47,-68.59,272.15,5.1
qostanay,90,KZ,1569209703,93,53.17,63.58,277.15,6
ouahigouya,0,BF,1569209703,67,13.58,-2.42,299.7,3.5
astoria,75,US,1569209703,77,46.19,-123.83,289.82,3.6
vao,14,EE,1569209703,76,59.1,26.19,277.4,2.85
nelson bay,0,AU,1569209704,26,-32.72,152.14,295.93,7.7
moyale,67,ET,1569209704,78,3.52,39.05,292.4,4.91
pochutla,90,MX,1569209704,61,15.74,-96.47,299.26,2.6
great falls,1,US,1569209704,58,47.5,-111.29,289.82,5.7
vaitupu,,,,,,,,
maghama,,,,,,,,
ixtapa,90,MX,1569209704,83,20.71,-105.21,301.15,2.81
souillac,75,FR,1569209705,93,45.6,-0.6,287.15,3.01
qaqortoq,3,GL,1569209705,80,60.72,-46.03,277.15,1.5
smoky lake,81,CA,1569209705,90,54.11,-112.47,284.26,0.92
gardan diwal,,,,,,,,
severo-kurilsk,0,RU,1569209705,77,50.68,156.12,282.4,2.51
orange cove,1,US,1569209705,50,36.62,-119.31,302.15,3.3
deputatskiy,100,RU,1569209705,61,69.3,139.9,275.5,0.82
cayenne,0,GF,1569209692,88,4.94,-52.33,298.15,2.57
manta,100,RO,1569209706,38,45.1,24.1,284.2,0.56
bambous virieux,75,MU,1569209649,88,-20.34,57.76,295.93,8.7
usinsk,100,RU,1569209706,95,66,57.56,273.3,7.59
mongo,23,CD,1569209706,78,-5.62,14.6,296.2,1.57
tezu,100,IN,1569209706,98,27.93,96.16,293.8,1.05
savannah bight,35,HN,1569209706,67,16.45,-85.85,302.7,1.93
mercedes,0,UY,1569209707,59,-33.25,-58.03,284.26,1.79
huilong,86,CN,1569209695,58,31.15,106.5,297.7,1.82
zamania,91,IN,1569209707,83,25.42,83.56,300.5,2.74
inhambane,20,MZ,1569209707,97,-23.87,35.38,291.2,1.66
boueni,0,YT,1569209707,94,-12.9,45.08,296.15,2.1
surt,0,LY,1569209451,75,31.21,16.59,296.7,5.61
lugo,100,ES,1569209707,100,43.01,-7.56,289.26,2.68
guadalupe y calvo,19,MX,1569209708,95,26.09,-106.96,287.1,1.01
pokhara,99,NP,1569209534,82,28.21,83.99,286.9,1.28
trincomalee,100,LK,1569209708,78,8.58,81.23,300.9,3.14
qarqin,0,AF,1569209708,53,37.41,66.03,290.8,7.1
chapleau,100,CA,1569209708,93,47.85,-83.4,284.8,2.82
krasnogvardeyskiy,20,RU,1569209708,89,57.38,62.32,273.5,1.66
ksenyevka,,,,,,,,
north bend,75,US,1569209709,88,43.41,-124.22,290.37,3.1
mizan teferi,95,ET,1569209709,92,6.99,35.58,289.9,1.55
yermakovskoye,0,RU,1569209709,72,53.28,92.4,288.8,1.01
klaksvik,15,FO,1569209696,100,62.23,-6.59,283.15,8.7
grand centre,,,,,,,,
tsihombe,,,,,,,,
marsa matruh,40,EG,1569209524,68,31.35,27.25,294.15,2.1
warqla,,,,,,,,
broome,100,GB,1569209709,100,52.47,1.45,288.71,2.6
labrea,,,,,,,,
shingu,40,JP,1569209710,78,33.72,135.99,301.15,4.1
qasigiannguit,100,GL,1569209710,80,68.82,-51.19,274.15,2.1
pangody,100,RU,1569209710,96,65.85,74.49,279.8,8.24
lulea,0,SE,1569209710,92,65.58,22.15,272.15,1.5
mehamn,75,NO,1569209710,80,71.03,27.85,277.15,9.8
gamba,87,CN,1569209710,62,28.28,88.52,277.4,2.32
edd,0,ER,1569209711,55,13.93,41.69,301.5,1.09
kelo,,,,,,,,
swan river,74,CA,1569209711,82,52.11,-101.27,284.6,2.65
ahipara,98,NZ,1569209711,73,-35.17,173.16,290.93,7.81
thakurganj,75,IN,1569209711,94,26.43,88.13,298.15,3.1
chitral,0,PK,1569209711,18,35.85,71.79,280.2,3.3
lafiagi,100,NG,1569209711,94,8.85,5.42,296.8,3.07
atchison,1,US,1569209712,87,39.56,-95.12,291.48,1.32
mangrol,75,IN,1569209712,94,25.33,76.51,298.15,4.44
minab,0,IR,1569209712,83,27.15,57.07,302.15,2.1
ambilobe,28,MG,1569209712,73,-13.19,49.05,294.5,4.81
harper,1,US,1569209712,65,30.3,-99.24,300.37,4.28
pauini,33,BR,1569209712,88,-7.71,-67,295.8,0.56
nova prata,0,BR,1569209713,89,-28.78,-51.61,280.93,1.34
yar-sale,100,RU,1569209713,96,66.83,70.83,274.5,14.77
lalsk,43,RU,1569209713,99,60.74,47.59,270.3,2.14
bulgan,1,MN,1569209713,55,48.81,103.53,289.8,2.33
maceio,75,BR,1569209713,94,-9.67,-35.74,296.15,5.1
tura,100,RU,1569209714,58,64.27,100.22,275.9,3.81
ust-nera,100,RU,1569209714,66,64.57,143.24,274.3,1.26
dong hoi,13,VN,1569209692,64,17.48,106.6,300.7,5.65
songjianghe,0,CN,1569209714,44,42.18,127.48,291.8,2.11
chama,0,ZM,1569209714,54,-11.22,33.16,293,0.28
xai-xai,0,MZ,1569209714,92,-25.04,33.64,291.9,1.51
mutare,2,MZ,1569209714,69,-18.97,32.67,287.7,1.97
sicamous,90,CA,1569209715,100,50.84,-118.99,287.04,1
saint anthony,1,US,1569209715,50,43.97,-111.68,288.15,1.5
atar,26,MR,1569209715,19,20.52,-13.05,306.8,3.69
brownsville,1,US,1569209715,78,25.91,-97.49,302.04,1.5
cidreira,0,BR,1569209715,62,-30.17,-50.22,283.8,1.98
adrar,0,DZ,1569209715,14,27.87,-0.29,302.15,3.1
aginskoye,43,RU,1569209716,37,51.11,114.54,286.5,2.28
khovu-aksy,0,RU,1569209716,40,51.13,93.72,290.9,2.44
novikovo,0,RU,1569209716,86,51.15,37.89,275,4.21
torrington,1,US,1569209716,47,42.06,-104.18,288.15,3.6
krasnovishersk,29,RU,1569209716,94,60.4,57.08,271.3,0.8
bobonong,,,,,,,,
tiznit,39,MA,1569209716,94,29.7,-9.73,292.9,0.75
lugovoy,34,RU,1569209717,86,59.72,65.88,273.4,5.76
asfi,,,,,,,,
westport,1,US,1569209717,78,41.14,-73.36,296.48,3.6
barinas,71,VE,1569209717,92,8.64,-70.23,295.5,0.8
tubruq,,,,,,,,
sola,0,TZ,1569209717,70,-3.17,33.8,293.1,2.14
